district,block,sr_no,gram_panchayat,ward_no,reservation,caste_reservation,woman_reserved,winner,father_husband,unopposed,vacant,reservation_raw,script,printings_agree,notification,source_pdf
Ambala,Ambala-I,7,Ballana,2,Woman,NONE,1,Kamlesh Rani,Tejinder Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,3,Woman,NONE,1,Parwinder Kaur,Jasbir Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,4,Woman,NONE,1,Manjeet Kaur,Jagdev Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,5,SC Woman,SC,1,Pooja Rani,Ragubir Singh,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,6,SC Woman,SC,1,Ranjit Kaur,Gulshinder Singh,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,7,Other than Woman,NONE,0,Ram Sharan,Kaka Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,8,SC Other than Woman,SC,0,Som Chand,Ajaib Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,9,BC-A Other than Woman,BC_A,0,Raj Kumar,Sadhu Ram,0,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,10,Other than Woman,NONE,0,Nirmal Singh,Labh Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,11,SC Other than Woman,SC,0,Nirmal Chand,Surjit Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,12,SC Other than Woman,SC,0,Vikram Kumar,Roopchand,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,7,Ballana,13,Other than Woman,NONE,0,Gurshewak Singh,Tara Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,8,Balapur,1,SC Woman,SC,1,Rani Devi,Amar Singh,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,8,Balapur,2,Other than Woman,NONE,0,Rajesh Kumar,Om Parkesh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,8,Balapur,3,Other than Woman,NONE,0,Rinku Ram,Bir Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,8,Balapur,4,Other than Woman,NONE,0,Balbir Singh,Gurdayal Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,8,Balapur,5,Woman,NONE,1,Pooja Rani,Sanjeev Kumar,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,8,Balapur,6,Woman,NONE,1,Asha Rani,Sulinder Kumar,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,8,Balapur,7,BC-A Other than Woman,BC_A,0,Nisha Rani,Bitu,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,1,BC-A Other than Woman,BC_A,0,Shiv Ram,Rulla Ram,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,2,Other than Woman,NONE,0,Sukhwinder,Raghubir Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,3,Woman,NONE,1,Amarjit Kaur,Gurmeet Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,4,Other than Woman,NONE,0,Gurpreet Singh,Jaspal Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,5,Other than Woman,NONE,0,Prince,Joginder Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,6,SC Woman,SC,1,Rina Devi,Sushil Kumar,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,7,SC Woman,SC,1,Anurag,Mohan Lal,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,8,SC Other than Woman,SC,0,Rajender Kumar,Ram Charan,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,9,Bara,9,SC Other than Woman,SC,0,Mandeep Singh,Kulwant Singh,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,10,Baroula,1,Woman,NONE,1,Harjeet Kaur,Taranjeet Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,10,Baroula,2,Woman,NONE,1,Suman Bala,Gurmeet Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,10,Baroula,3,Other than Woman,NONE,0,Gurvinder Singh,Randhir Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,10,Baroula,4,BC-A Other than Woman,BC_A,0,Karamjeet Singh,Mukandi Ram,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,10,Baroula,5,SC Woman,SC,1,Kanta Rani,Shivlal,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,10,Baroula,6,SC Other than Woman,SC,0,Mamchand,Deepchad,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,10,Baroula,7,SC Other than Woman,SC,0,Ashok,Harichand,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,11,Barouli,1,SC Other than Woman,SC,0,Vacant,,0,1,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,11,Barouli,2,SC Woman,SC,1,Kavita Devi,Sunil Kumar,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,11,Barouli,3,Other than Woman,NONE,0,Deep Chand,Naranjan Dass,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,11,Barouli,4,Other than Woman,NONE,0,Shekhar Shrama,Surinder Pal,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,11,Barouli,5,BC-A Other than Woman,BC_A,0,Amrik Singh,Krishan Lal,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,11,Barouli,6,Woman,NONE,1,Lakhsmi Devi,Sandeep Kumar,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,11,Barouli,7,Woman,NONE,1,Sinder Kaur,Gurjeet Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,1,BC-A Other than Woman,BC_A,0,Om Parkash,Gurnam Singh,0,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,2,Other than Woman,NONE,0,Reena Devi,Balnath,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,3,SC Other than Woman,SC,0,Saroj Rani,Rajinder Singh,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,4,SC Other than Woman,SC,0,Balwinder Singh,Harbans Singh,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,5,Woman,NONE,1,Seema Rani,Jasbir Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,6,Other than Woman,NONE,0,Surjit Singh,Ajmer Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,7,SC Woman,SC,1,Darbara Rani,Jasbir Singh,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,12,Batrohan,8,Woman,NONE,1,Rita Rani,Mandeep Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,13,Bedsan,1,Other than Woman,NONE,0,Kamaljeet Kaur,Ramesh Kumar,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,13,Bedsan,2,Other than Woman,NONE,0,Balwant Singh,Ranjit Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,13,Bedsan,3,BC-A Other than Woman,BC_A,0,Ramesh Kumar,Sher Singh,0,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,13,Bedsan,4,Woman,NONE,1,Anjna Rani,Bhikhu,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,13,Bedsan,5,Woman,NONE,1,Meenu,Ram Karan,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,13,Bedsan,6,Other than Woman,NONE,0,Paramjeet Kaur,Balbir Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,14,Bego Majra,1,Other than Woman,NONE,0,Davinder Kaur,Kulwinder Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,14,Bego Majra,2,Woman,NONE,1,Manjinder Kaur,Sukhbir Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,14,Bego Majra,3,SC Other than Woman,SC,0,Parkash Vir,Ram Kishan,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,14,Bego Majra,4,SC Woman,SC,1,Satwant Kaur,Gurnam Singh,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,14,Bego Majra,5,Other than Woman,NONE,0,Surender Kaur,Narinder Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,14,Bego Majra,6,BC-A Other than Woman,BC_A,0,Vacant,,0,1,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,15,Behbalpur,1,Woman,NONE,1,Vijay Laxmi,Hirender Kumar,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,15,Behbalpur,2,Other than Woman,NONE,0,Kripal Singh,Sukhlal Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,15,Behbalpur,3,Other than Woman,NONE,0,Neelam Rani,Paramjit Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,15,Behbalpur,4,SC Woman,SC,1,Mam Chandi,Naib Singh,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,15,Behbalpur,5,SC Other than Woman,SC,0,Om Parkash,Shankar Ram,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,15,Behbalpur,6,BC-A Other than Woman,BC_A,0,Gurmail Singh,Gian Singh,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,1,Woman,NONE,1,Suman Lata,Gurpal Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,2,Other than Woman,NONE,0,Satish Kumar,Ved Parkash,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,3,SC Other than Woman,SC,0,Balbir Singh,Pritam Singh,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,4,Other than Woman,NONE,0,Gursewak Singh,Balbir Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,5,Woman,NONE,1,Kuldeep Kaur,Kuldeep Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,6,BC-A Other than Woman,BC_A,0,Bhupinder Singh,Raghubir Singh,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,7,Woman,NONE,1,Devinder Kaur,Gurjent Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,8,Other than Woman,NONE,0,Gurjinder Singh,Avtar Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,9,Other than Woman,NONE,0,Balwinder Singh,Gurcharan Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,16,Bhanokheri,10,SC Woman,SC,1,Jasbir Kaur,Gurcharan Singh,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,17,Bhanpur- Nakatpur,1,Other than Woman,NONE,0,Gurmeet Singh,Baldev Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,17,Bhanpur- Nakatpur,2,Other than Woman,NONE,0,Rinku Singh,Karamjit Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,17,Bhanpur- Nakatpur,3,BC-A Other than Woman,BC_A,0,Rinku Singh,Dharampal Singh,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,17,Bhanpur- Nakatpur,4,Other than Woman,NONE,0,Balbir Singh,Gurdev Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,17,Bhanpur- Nakatpur,5,Woman,NONE,1,Beant Kaur,Darshan Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,17,Bhanpur- Nakatpur,6,Woman,NONE,1,Rupinder Kaur,Sandeep Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,18,Bhari,1,BC-A Other than Woman,BC_A,0,Rulda Singh,Sadhu Singh,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,18,Bhari,2,Other than Woman,NONE,0,Hardeep Singh,Rameshwar Dass,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,18,Bhari,3,Woman,NONE,1,Gurjeet Kaur,Hardeep Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,18,Bhari,4,Woman,NONE,1,Paramjit Kaur,Harvinder Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,18,Bhari,5,SC Woman,SC,1,Sunita Devi,Harkesh Singh,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,18,Bhari,6,SC Other than Woman,SC,0,Joginder Singh,Babu Ram,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,18,Bhari,7,SC Other than Woman,SC,0,Joginder Singh,Amar Singh,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,1,Other than Woman,NONE,0,Sukhdev Singh,Bhag Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,2,Woman,NONE,1,Paramjeet Kaur,Gurshevak Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,3,Other than Woman,NONE,0,Rakesh Kumar,Baldev Kumar,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,4,Other than Woman,NONE,0,Vacant,,0,1,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,5,Other than Woman,NONE,0,Hukam Chand,Harphool Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,6,SC Woman,SC,1,Kulvinder Kaur,Krishan Kumar,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,7,BC-A Other than Woman,BC_A,0,Shiv Kumar,Sher Singh,0,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,19,Bhunni,8,Woman,NONE,1,Surinder Kaur,Dharmender Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,1,BC-A Other than Woman,BC_A,0,Vikram Singh,Nirmal Singh,0,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,2,Woman,NONE,1,Nitu Garg,Manish Kumar,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,3,Woman,NONE,1,Kulwinder Kaur,Gurdeep Singh,0,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,4,Other than Woman,NONE,0,Dharam Singh,Mansa Ram,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,5,Other than Woman,NONE,0,Balwant Singh,Puran Singh,0,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,6,SC Other than Woman,SC,0,Avtar Singh,Dalip Singh,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,7,SC Woman,SC,1,Neelam Devi,Anil Singh,0,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,20,Bhurangpu r,8,Other than Woman,NONE,0,Vikram Singh,Rajbir Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,21,Bhura Majra,1,Woman,NONE,1,Rajwinder Kaur,Harjinder Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,21,Bhura Majra,2,Other than Woman,NONE,0,Saravjeet Singh,Randhir Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,21,Bhura Majra,3,Other than Woman,NONE,0,Vijay Kumar,Shiv Charan,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,21,Bhura Majra,4,SC Other than Woman,SC,0,Mandeep Singh,Raj Singh,1,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,21,Bhura Majra,5,SC Woman,SC,1,Usha Devi,Jasbir Singh,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,21,Bhura Majra,6,BC-A Other than Woman,BC_A,0,Paramjit Singh,Amar Singh,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,22,Bishangarh,1,Woman,NONE,1,Usha Rani,Manjeet Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,22,Bishangarh,2,Woman,NONE,1,Suresh Kaur,Gurjeet Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,22,Bishangarh,3,BC-A Other than Woman,BC_A,0,Nirmal Singh,Surjit Singh,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,22,Bishangarh,4,Other than Woman,NONE,0,Navneet Kumari,Ramesh Kumar,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,22,Bishangarh,5,Other than Woman,NONE,0,Manoj Kumar,Harbans Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,22,Bishangarh,6,Other than Woman,NONE,0,Harbans Singh,Sampuran Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,22,Bishangarh,7,SC Woman,SC,1,Sunaina Devi,Inderjeet Singh,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,23,Chhapra,1,BC-A Other than Woman,BC_A,0,Gurdhyan Singh,Gurjent Singh,1,0,Backward Class,latin,,1992,Ambala.pdf
Ambala,Ambala-I,23,Chhapra,2,Other than Woman,NONE,0,Imran,Sabu Din,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,23,Chhapra,3,Woman,NONE,1,Sukhwinder Kaur,Gurjent Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,23,Chhapra,4,SC Other than Woman,SC,0,Sandeep Kumar,Krishan Lal,0,0,Scheduled Caste,latin,,1992,Ambala.pdf
Ambala,Ambala-I,23,Chhapra,5,Woman,NONE,1,Suman Lata,Gurjent Singh,1,0,Women,latin,,1992,Ambala.pdf
Ambala,Ambala-I,23,Chhapra,6,Other than Woman,NONE,0,Vikas Kumar,Karam Singh,1,0,Unreserved,latin,,1992,Ambala.pdf
Ambala,Ambala-I,23,Chhapra,7,SC Woman,SC,1,Geeta Devi,Gurmeet Singh,1,0,Schedulded Caste (Women),latin,,1992,Ambala.pdf
Ambala,Ambala-I,24,Chhota Baroula,1,Woman,NONE,1,Kamlesh Kumari,Gurnam Singh,1,0,Women,latin,,1992,Ambala.pdf
